2014-10-1,56.54848851606948
2014-10-2,45.50921901827678
2014-10-3,32.83803850246477
2014-10-6,66.12438811827451
2014-10-7,59.54628322564531
2014-10-8,52.087323910876876
2014-10-9,47.53052351507358
2014-10-10,94.25724022387294
2014-10-14,52.75318473886
2014-10-15,63.18991757702315
2014-10-16,53.1467192612763
2014-10-17,41.06034484918928
2014-10-20,62.695747361081885
2014-10-21,62.27490111926454
2014-10-22,63.33429646966397
2014-10-23,58.76291500747902
2014-10-24,104.91211614574422
2014-10-27,64.42829407262616
2014-10-28,63.87035947138793
2014-10-29,57.422052405017894
2014-10-30,51.702930334955454
2014-10-31,47.146129939181264
2014-11-4,60.3211816069379
2014-11-5,58.796337956388015
2014-11-6,48.449800789006986
2014-11-7,99.05287599921576
2014-11-10,62.719589146465296
2014-11-11,66.39967616376816
2014-11-12,61.10640023846645
2014-11-13,47.99479251157027
2014-11-14,47.61039893567795
2014-11-17,72.71089487068821
2014-11-18,64.35650006739888
2014-11-19,60.3626341757772
2014-11-20,61.010764447797555
2014-11-21,106.5532878828235
2014-11-25,71.13501748783165
2014-11-26,68.5849405224726
2014-11-27,54.34746378730051
2014-11-28,48.354164998367196
