2014-10-1,36.70766702698893
2014-10-2,31.247911889193347
2014-10-3,26.183096024935367
2014-10-6,47.10059160453966
2014-10-7,41.77248289127601
2014-10-8,36.576020602486096
2014-10-9,31.247911889193347
2014-10-10,76.72056192404125
2014-10-14,41.83830610351288
2014-10-15,36.70766702698893
2014-10-16,31.37955831369618
2014-10-17,26.24891923717223
2014-10-20,46.77147554329713
2014-10-21,41.904129315778846
2014-10-22,36.70766702698893
2014-10-23,31.511204738199012
2014-10-24,76.98385477301781
2014-10-27,46.77147554329713
2014-10-28,41.83830610351288
2014-10-29,36.64184381472296
2014-10-30,31.37955831369618
2014-10-31,26.051449600432534
2014-11-4,33.8144907814858
2014-11-5,28.486382068193052
2014-11-6,23.289919779403135
2014-11-7,68.96003945099073
2014-11-10,39.07677628248348
2014-11-11,33.68284435698297
2014-11-12,28.486382068193052
2014-11-13,23.487389416142832
2014-11-14,18.29092712738202
2014-11-17,38.81348343350692
2014-11-18,33.880313993722666
2014-11-19,28.68385170493275
2014-11-20,23.289919779403135
2014-11-21,69.0258626632276
2014-11-25,33.946137205988634
2014-11-26,28.749674917198718
2014-11-27,23.487389416142832
2014-11-28,18.093457490642322
